ID,Data,Ano,Rodada,Equipe_mandante,Equipe_visitante,Gols_mandante,Gols_visitante,Mandante_UF,Visitante_UF,Vencedor,Arena,OBS
2003.22.0251,26/07/2003,2003,22,Goiás,Atlético-MG,1,1,GO,MG,Empate,Serra Dourada,
2003.22.0252,26/07/2003,2003,22,Athletico-PR,Paysandu,1,1,PR,PA,Empate,Arena da Baixada,
2003.22.0253,27/07/2003,2003,22,Fortaleza,Ponte Preta,2,3,CE,SP,Visitante,Castelão,
2003.22.0254,27/07/2003,2003,22,Juventude,Fluminense,2,1,RS,RJ,Mandante,Alfredo Jaconi,
2003.22.0255,27/07/2003,2003,22,Flamengo,São Paulo,1,1,RJ,SP,Empate,Maracanã,
2003.22.0256,27/07/2003,2003,22,Criciúma,Coritiba,2,3,SC,PR,Visitante,Heriberto Hulse,
2003.22.0257,27/07/2003,2003,22,Guarani,Figueirense,3,0,SP,SC,Mandante,Brinco de Ouro,
2003.22.0258,27/07/2003,2003,22,Vitória,Paraná,0,3,ES,PR,Visitante,Barradão,
2003.22.0259,27/07/2003,2003,22,Corinthians,Grêmio,1,0,SP,RS,Mandante,Pacaembu,
2003.22.0260,27/07/2003,2003,22,Cruzeiro,Bahia,5,2,MG,BH,Mandante,Mineirão,
2003.22.0261,27/07/2003,2003,22,Internacional,São Caetano,0,0,RS,SP,Empate,Beira-Rio,
2003.15.0262,30/07/2003,2003,15,Athletico-PR,Santos,0,2,PR,SP,Visitante,Arena da Baixada,
2003.15.0263,30/07/2003,2003,15,Goiás,Ponte Preta,0,0,GO,SP,Empate,Serra Dourada,
2003.19.0264,31/07/2003,2003,19,Paraná,Criciúma,2,1,PR,SC,Mandante,Pinheirão,
2003.23.0265,02/08/2003,2003,23,Fluminense,Cruzeiro,2,2,RJ,MG,Empate,Giulite Coutinho,
2003.23.0266,02/08/2003,2003,23,Grêmio,Santos,2,0,RS,SP,Mandante,Olímpico,
2003.23.0267,02/08/2003,2003,23,São Paulo,Internacional,0,2,SP,RS,Visitante,Morumbi,
2003.23.0268,02/08/2003,2003,23,São Caetano,Juventude,1,1,SP,RS,Empate,Anacleto Campanella,
2003.23.0269,03/08/2003,2003,23,Figueirense,Goiás,0,1,SC,GO,Visitante,Orlando Scarpelli,
2003.23.0270,03/08/2003,2003,23,Paraná,Corinthians,1,1,PR,SP,Empate,Arena da Baixada,
2003.23.0271,03/08/2003,2003,23,Paysandu,Guarani,6,1,PA,SP,Mandante,Mangueirão,
2003.23.0272,03/08/2003,2003,23,Coritiba,Fortaleza,1,1,PR,CE,Empate,Couto Pereira,
2003.23.0273,03/08/2003,2003,23,Bahia,Criciúma,2,2,BH,SC,Empate,Fonte Nova,
2003.23.0274,03/08/2003,2003,23,Ponte Preta,Flamengo,1,1,SP,RJ,Empate,Moisés Lucarelli,
2003.23.0275,03/08/2003,2003,23,Vasco,Athletico-PR,2,1,RJ,PR,Mandante,São Januário,
2003.23.0276,03/08/2003,2003,23,Atlético-MG,Vitória,1,0,MG,BA,Mandante,Mineirão,
2003.24.0277,06/08/2003,2003,24,Vitória,Paysandu,1,1,ES,PA,Empate,Barradão,
2003.24.0278,06/08/2003,2003,24,Athletico-PR,Paraná,1,0,PR,PR,Mandante,Arena da Baixada,
2003.24.0279,06/08/2003,2003,24,Criciúma,São Caetano,0,1,SC,SP,Visitante,Heriberto Hulse,
2003.24.0280,06/08/2003,2003,24,Fortaleza,Fluminense,3,1,CE,RJ,Mandante,Castelão,
2003.24.0281,06/08/2003,2003,24,Juventude,Ponte Preta,0,0,RS,SP,Empate,Alfredo Jaconi,
2003.24.0282,06/08/2003,2003,24,Santos,Atlético-MG,3,3,SP,MG,Empate,Vila Belmiro,
2003.24.0283,06/08/2003,2003,24,Goiás,Vasco,3,1,GO,RJ,Mandante,Serra Dourada,
2003.24.0284,06/08/2003,2003,24,Cruzeiro,São Paulo,1,1,MG,SP,Empate,Mineirão,
2003.24.0285,07/08/2003,2003,24,Flamengo,Bahia,6,0,RJ,BH,Mandante,Maracanã,
2003.24.0286,07/08/2003,2003,24,Corinthians,Figueirense,0,1,SP,SC,Visitante,Pacaembu,
2003.24.0287,07/08/2003,2003,24,Guarani,Grêmio,2,0,SP,RS,Mandante,Brinco de Ouro,
2003.24.0288,07/08/2003,2003,24,Internacional,Coritiba,1,0,RS,PR,Mandante,Beira-Rio,
2003.25.0289,09/08/2003,2003,25,Fluminense,Criciúma,1,1,RJ,SC,Empate,Maracanã,
2003.25.0290,09/08/2003,2003,25,São Caetano,Cruzeiro,2,0,SP,MG,Mandante,Anacleto Campanella,
2003.25.0291,09/08/2003,2003,25,Paraná,Santos,1,2,PR,SP,Visitante,Couto Pereira,
2003.25.0292,09/08/2003,2003,25,São Paulo,Juventude,3,1,SP,RS,Mandante,Morumbi,
2003.25.0293,10/08/2003,2003,25,Paysandu,Goiás,2,2,PA,GO,Empate,Mangueirão,
2003.25.0294,10/08/2003,2003,25,Ponte Preta,Internacional,1,4,SP,RS,Visitante,Moisés Lucarelli,
2003.25.0295,10/08/2003,2003,25,Coritiba,Flamengo,5,0,PR,RJ,Mandante,Couto Pereira,
2003.25.0296,10/08/2003,2003,25,Atlético-MG,Corinthians,2,3,MG,SP,Visitante,Mineirão,
2003.25.0297,10/08/2003,2003,25,Figueirense,Vitória,1,2,SC,BA,Visitante,Orlando Scarpelli,
2003.25.0298,10/08/2003,2003,25,Bahia,Fortaleza,1,0,BH,CE,Mandante,Fonte Nova,
2003.25.0299,10/08/2003,2003,25,Vasco,Guarani,0,0,RJ,SP,Empate,São Januário,
2003.25.0300,10/08/2003,2003,25,Grêmio,Athletico-PR,1,1,RS,PR,Empate,Olímpico,
2003.26.0301,16/08/2003,2003,26,Vasco,Vitória,1,0,RJ,BA,Mandante,São Januário,
2003.26.0302,16/08/2003,2003,26,Bahia,Internacional,1,3,BH,RS,Visitante,Fonte Nova,
2003.26.0303,16/08/2003,2003,26,Figueirense,Santos,1,0,SC,SP,Mandante,Orlando Scarpelli,
2003.26.0304,16/08/2003,2003,26,Coritiba,Juventude,1,0,PR,RS,Mandante,Couto Pereira,
2003.26.0305,16/08/2003,2003,26,Atlético-MG,Athletico-PR,1,2,MG,PR,Visitante,Mineirão,
2003.26.0306,16/08/2003,2003,26,São Paulo,Criciúma,0,0,SP,SC,Empate,Santa Cruz,
2003.26.0307,17/08/2003,2003,26,Paysandu,Corinthians,2,2,PA,SP,Empate,Mangueirão,
2003.26.0308,17/08/2003,2003,26,São Caetano,Fortaleza,3,0,SP,CE,Mandante,Anacleto Campanella,
2003.26.0309,17/08/2003,2003,26,Ponte Preta,Cruzeiro,1,3,SP,MG,Visitante,Moisés Lucarelli,
2003.26.0310,17/08/2003,2003,26,Paraná,Guarani,0,0,PR,SP,Empate,Pinheirão,
2003.26.0311,17/08/2003,2003,26,Grêmio,Goiás,0,1,RS,GO,Visitante,Olímpico,
2003.26.0312,17/08/2003,2003,26,Fluminense,Flamengo,0,1,RJ,RJ,Visitante,Maracanã,
2003.27.0313,20/08/2003,2003,27,Flamengo,São Caetano,1,0,RJ,SP,Mandante,Maracanã,
2003.27.0314,20/08/2003,2003,27,Goiás,Paraná,1,0,GO,PR,Mandante,Serra Dourada,
2003.27.0315,20/08/2003,2003,27,Juventude,Bahia,1,0,RS,BH,Mandante,Alfredo Jaconi,
2003.27.0316,20/08/2003,2003,27,Cruzeiro,Coritiba,2,2,MG,PR,Empate,Mineirão,
2003.27.0317,20/08/2003,2003,27,Athletico-PR,Figueirense,1,2,PR,SC,Visitante,Arena da Baixada,
2003.27.0318,20/08/2003,2003,27,Vitória,Grêmio,4,1,ES,RS,Mandante,Barradão,
2003.27.0319,20/08/2003,2003,27,Santos,Paysandu,2,0,SP,PA,Mandante,Vila Belmiro,
2003.27.0320,20/08/2003,2003,27,Fortaleza,São Paulo,0,2,CE,SP,Visitante,Castelão,
2003.27.0321,20/08/2003,2003,27,Corinthians,Vasco,0,0,SP,RJ,Empate,Pacaembu,
2003.27.0322,21/08/2003,2003,27,Internacional,Fluminense,0,1,RS,RJ,Visitante,Beira-Rio,
2003.27.0323,21/08/2003,2003,27,Guarani,Atlético-MG,2,2,SP,MG,Empate,Brinco de Ouro,
2003.27.0324,21/08/2003,2003,27,Criciúma,Ponte Preta,3,0,SC,SP,Mandante,Heriberto Hulse,
2003.28.0325,23/08/2003,2003,28,Santos,Flamengo,2,1,SP,RJ,Mandante,Vila Belmiro,
2003.28.0326,23/08/2003,2003,28,Athletico-PR,Fortaleza,3,1,PR,CE,Mandante,Arena da Baixada,
2003.28.0327,23/08/2003,2003,28,Goiás,Cruzeiro,1,0,GO,MG,Mandante,Serra Dourada,
2003.28.0328,23/08/2003,2003,28,Grêmio,São Caetano,0,0,RS,SP,Empate,Olímpico,
2003.28.0329,24/08/2003,2003,28,Vasco,São Paulo,3,2,RJ,SP,Mandante,São Januário,
2003.28.0330,24/08/2003,2003,28,Paysandu,Ponte Preta,3,2,PA,SP,Mandante,Mangueirão,
2003.28.0331,24/08/2003,2003,28,Paraná,Fluminense,2,0,PR,RJ,Mandante,Willie Davids,
2003.28.0332,24/08/2003,2003,28,Vitória,Juventude,3,0,ES,RS,Mandante,Barradão,
2003.28.0333,24/08/2003,2003,28,Guarani,Criciúma,1,0,SP,SC,Mandante,Brinco de Ouro,
2003.28.0334,24/08/2003,2003,28,Figueirense,Coritiba,1,2,SC,PR,Visitante,Orlando Scarpelli,
2003.28.0335,24/08/2003,2003,28,Corinthians,Internacional,3,1,SP,RS,Mandante,Pacaembu,
2003.28.0336,24/08/2003,2003,28,Atlético-MG,Bahia,1,0,MG,BH,Mandante,Mineirão,
2003.29.0337,30/08/2003,2003,29,Fluminense,Grêmio,2,0,RJ,RS,Mandante,Municipal Juiz de Fora,
2003.29.0338,30/08/2003,2003,29,Fortaleza,Santos,0,0,CE,SP,Empate,Castelão,
2003.29.0339,30/08/2003,2003,29,Internacional,Vitória,0,1,RS,BA,Visitante,Beira-Rio,
2003.29.0340,30/08/2003,2003,29,Cruzeiro,Guarani,4,1,MG,SP,Mandante,Mineirão,
2003.29.0341,30/08/2003,2003,29,São Paulo,Paysandu,1,0,SP,PA,Mandante,Benedito Teixeira,
2003.29.0342,31/08/2003,2003,29,São Caetano,Vasco,1,0,SP,RJ,Mandante,Anacleto Campanella,
2003.29.0343,31/08/2003,2003,29,Juventude,Goiás,0,2,RS,GO,Visitante,Alfredo Jaconi,
2003.29.0344,31/08/2003,2003,29,Flamengo,Corinthians,1,0,RJ,SP,Mandante,Maracanã,
2003.29.0345,31/08/2003,2003,29,Bahia,Paraná,4,2,BH,PR,Mandante,Fonte Nova,
2003.29.0346,31/08/2003,2003,29,Ponte Preta,Figueirense,1,1,SP,SC,Empate,Moisés Lucarelli,
2003.29.0347,31/08/2003,2003,29,Criciúma,Athletico-PR,2,0,SC,PR,Mandante,Heriberto Hulse,
2003.29.0348,31/08/2003,2003,29,Coritiba,Atlético-MG,2,2,PR,MG,Empate,Couto Pereira,
2003.30.0349,13/09/2003,2003,30,Santos,Criciúma,5,2,SP,SC,Mandante,Vila Belmiro,
2003.30.0350,13/09/2003,2003,30,Athletico-PR,Cruzeiro,1,4,PR,MG,Visitante,Arena da Baixada,
2003.30.0351,13/09/2003,2003,30,Grêmio,Bahia,1,1,RS,BH,Empate,Olímpico,
2003.30.0352,13/09/2003,2003,30,Corinthians,Fortaleza,2,0,SP,CE,Mandante,Pacaembu,
2003.30.0353,14/09/2003,2003,30,Vitória,Flamengo,1,0,ES,RJ,Mandante,Barradão,
2003.30.0354,14/09/2003,2003,30,Figueirense,São Paulo,2,2,SC,SP,Empate,Orlando Scarpelli,
2003.30.0355,14/09/2003,2003,30,Goiás,Internacional,3,1,GO,RS,Mandante,Serra Dourada,
2003.30.0356,14/09/2003,2003,30,Paysandu,São Caetano,1,0,PA,SP,Mandante,Mangueirão,
2003.30.0357,14/09/2003,2003,30,Guarani,Juventude,2,0,SP,RS,Mandante,Brinco de Ouro,
2003.30.0358,14/09/2003,2003,30,Paraná,Coritiba,2,3,PR,PR,Visitante,Couto Pereira,
2003.30.0359,14/09/2003,2003,30,Vasco,Fluminense,1,0,RJ,RJ,Mandante,Maracanã,
2003.30.0360,14/09/2003,2003,30,Atlético-MG,Ponte Preta,2,0,MG,SP,Mandante,Independência,
2003.31.0361,20/09/2003,2003,31,Cruzeiro,Santos,3,0,MG,SP,Mandante,Mineirão,
2003.31.0362,20/09/2003,2003,31,Coritiba,Grêmio,1,0,PR,RS,Mandante,Couto Pereira,
2003.31.0363,20/09/2003,2003,31,Ponte Preta,Paraná,4,0,SP,PR,Mandante,Vila Belmiro,
2003.31.0364,20/09/2003,2003,31,Fluminense,Paysandu,1,1,RJ,PA,Empate,Maracanã,
2003.31.0365,20/09/2003,2003,31,Internacional,Guarani,2,0,RS,SP,Mandante,Beira-Rio,
2003.31.0366,21/09/2003,2003,31,Bahia,Vasco,3,0,BH,RJ,Mandante,Fonte Nova,
2003.31.0367,21/09/2003,2003,31,Criciúma,Corinthians,1,0,SC,SP,Mandante,Heriberto Hulse,
2003.31.0368,21/09/2003,2003,31,Fortaleza,Vitória,1,0,CE,BA,Mandante,Plácido Castelo,
2003.31.0369,21/09/2003,2003,31,Juventude,Athletico-PR,4,0,RS,PR,Mandante,Alfredo Jaconi,
2003.31.0370,21/09/2003,2003,31,São Caetano,Figueirense,0,2,SP,SC,Visitante,Anacleto Campanella,
2003.31.0371,21/09/2003,2003,31,São Paulo,Atlético-MG,2,2,SP,MG,Empate,Morumbi,
2003.31.0372,21/09/2003,2003,31,Flamengo,Goiás,1,1,RJ,GO,Empate,Maracanã,
2003.32.0373,24/09/2003,2003,32,Athletico-PR,Internacional,2,1,PR,RS,Mandante,Arena da Baixada,
2003.32.0374,24/09/2003,2003,32,Grêmio,Ponte Preta,2,2,RS,SP,Empate,Olímpico,
2003.32.0375,24/09/2003,2003,32,Goiás,Fortaleza,0,1,GO,CE,Visitante,Serra Dourada,
2003.32.0376,24/09/2003,2003,32,Paysandu,Bahia,4,0,PA,BH,Mandante,Mangueirão,
2003.32.0377,24/09/2003,2003,32,Vitória,Criciúma,1,1,ES,SC,Empate,Barradão,
2003.32.0378,24/09/2003,2003,32,Guarani,Flamengo,5,3,SP,RJ,Mandante,Brinco de Ouro,
2003.32.0379,24/09/2003,2003,32,Paraná,São Paulo,4,2,PR,SP,Mandante,Pinheirão,
2003.32.0380,24/09/2003,2003,32,Santos,Juventude,1,1,SP,RS,Empate,Vila Belmiro,
2003.32.0381,24/09/2003,2003,32,Corinthians,Cruzeiro,0,1,SP,MG,Visitante,Pacaembu,
2003.32.0382,25/09/2003,2003,32,Figueirense,Fluminense,2,2,SC,RJ,Empate,Orlando Scarpelli,
2003.32.0383,25/09/2003,2003,32,Vasco,Coritiba,2,1,RJ,PR,Mandante,São Januário,
2003.32.0384,25/09/2003,2003,32,Atlético-MG,São Caetano,3,1,MG,SP,Mandante,Independência,
2003.33.0385,27/09/2003,2003,33,Internacional,Santos,1,0,RS,SP,Mandante,Beira-Rio,
2003.33.0386,27/09/2003,2003,33,São Paulo,Grêmio,3,1,SP,RS,Mandante,Morumbi,
2003.33.0387,27/09/2003,2003,33,Flamengo,Athletico-PR,2,1,RJ,PR,Mandante,Maracanã,
2003.33.0388,28/09/2003,2003,33,Cruzeiro,Vitória,1,0,MG,BA,Mandante,Mineirão,
2003.33.0389,28/09/2003,2003,33,Bahia,Figueirense,1,1,BH,SC,Empate,Fonte Nova,
2003.33.0390,28/09/2003,2003,33,Criciúma,Goiás,1,0,SC,GO,Mandante,Heriberto Hulse,
2003.33.0391,28/09/2003,2003,33,Fortaleza,Guarani,3,0,CE,SP,Mandante,Presidente Vargas,
2003.33.0392,28/09/2003,2003,33,Juventude,Corinthians,6,1,RS,SP,Mandante,Alfredo Jaconi,
2003.33.0393,28/09/2003,2003,33,Ponte Preta,Vasco,2,2,SP,RJ,Empate,Moisés Lucarelli,
2003.33.0394,28/09/2003,2003,33,São Caetano,Paraná,2,0,SP,PR,Mandante,Anacleto Campanella,
2003.33.0395,28/09/2003,2003,33,Fluminense,Atlético-MG,0,1,RJ,MG,Visitante,Giulite Coutinho,
2003.33.0396,28/09/2003,2003,33,Coritiba,Paysandu,1,0,PR,PA,Mandante,Couto Pereira,
2003.34.0397,04/10/2003,2003,34,Athletico-PR,Fluminense,0,0,PR,RJ,Empate,Arena da Baixada,
2003.34.0398,04/10/2003,2003,34,Paysandu,Internacional,0,0,PA,RS,Empate,Mangueirão,
2003.34.0399,04/10/2003,2003,34,São Caetano,Ponte Preta,1,0,SP,SP,Mandante,Anacleto Campanella,
2003.34.0400,04/10/2003,2003,34,Grêmio,Figueirense,3,1,RS,SC,Mandante,Olímpico,
2003.34.0401,04/10/2003,2003,34,São Paulo,Santos,1,2,SP,SP,Visitante,Morumbi,
2003.34.0402,05/10/2003,2003,34,Vitória,Corinthians,1,2,ES,SP,Visitante,Barradão,
2003.34.0403,05/10/2003,2003,34,Goiás,Bahia,3,1,GO,BH,Mandante,Serra Dourada,
2003.34.0404,05/10/2003,2003,34,Atlético-MG,Vasco,2,1,MG,RJ,Mandante,Independência,
2003.34.0405,05/10/2003,2003,34,Juventude,Fortaleza,2,2,RS,CE,Empate,Alfredo Jaconi,
2003.34.0406,05/10/2003,2003,34,Guarani,Coritiba,2,1,SP,PR,Mandante,Brinco de Ouro,
2003.34.0407,05/10/2003,2003,34,Flamengo,Paraná,0,3,RJ,PR,Visitante,Maracanã,
2003.34.0408,05/10/2003,2003,34,Criciúma,Cruzeiro,1,3,SC,MG,Visitante,Heriberto Hulse,
2003.35.0409,08/10/2003,2003,35,Vasco,Juventude,1,1,RJ,RS,Empate,Maracanã,
2003.35.0410,08/10/2003,2003,35,Fortaleza,Grêmio,2,2,CE,RS,Empate,Castelão,
2003.35.0411,08/10/2003,2003,35,Corinthians,São Caetano,0,3,SP,SP,Visitante,Pacaembu,
2003.35.0412,08/10/2003,2003,35,Coritiba,Goiás,1,0,PR,GO,Mandante,Couto Pereira,
2003.35.0413,08/10/2003,2003,35,Ponte Preta,Athletico-PR,2,2,SP,PR,Empate,Moisés Lucarelli,
2003.35.0414,08/10/2003,2003,35,Santos,Guarani,1,1,SP,SP,Empate,Vila Belmiro,
2003.35.0415,08/10/2003,2003,35,Bahia,São Paulo,3,0,BH,SP,Mandante,Fonte Nova,
2003.35.0416,08/10/2003,2003,35,Cruzeiro,Flamengo,2,0,MG,RJ,Mandante,Mineirão,
2003.35.0417,09/10/2003,2003,35,Paraná,Paysandu,4,2,PR,PA,Mandante,Couto Pereira,
2003.35.0418,09/10/2003,2003,35,Internacional,Criciúma,2,0,RS,SC,Mandante,Beira-Rio,
2003.35.0419,09/10/2003,2003,35,Fluminense,Vitória,2,0,RJ,BA,Mandante,Maracanã,
2003.35.0420,09/10/2003,2003,35,Figueirense,Atlético-MG,0,1,SC,MG,Visitante,Orlando Scarpelli,
2003.36.0421,11/10/2003,2003,36,Athletico-PR,Coritiba,2,0,PR,PR,Mandante,Arena da Baixada,
2003.36.0422,11/10/2003,2003,36,Guarani,Ponte Preta,1,3,SP,SP,Visitante,Brinco de Ouro,
2003.36.0423,11/10/2003,2003,36,São Caetano,Santos,2,2,SP,SP,Empate,Anacleto Campanella,
2003.36.0424,12/10/2003,2003,36,Atlético-MG,Cruzeiro,0,1,MG,MG,Visitante,Mineirão,
2003.36.0425,12/10/2003,2003,36,Figueirense,Criciúma,4,2,SC,SC,Mandante,Orlando Scarpelli,
2003.36.0426,12/10/2003,2003,36,São Paulo,Corinthians,3,0,SP,SP,Mandante,Morumbi,
2003.36.0427,12/10/2003,2003,36,Vitória,Bahia,2,1,ES,BH,Mandante,Barradão,
2003.36.0428,12/10/2003,2003,36,Goiás,Fluminense,6,1,GO,RJ,Mandante,Serra Dourada,
2003.36.0429,12/10/2003,2003,36,Juventude,Paraná,1,1,RS,PR,Empate,Alfredo Jaconi,
2003.36.0430,12/10/2003,2003,36,Flamengo,Vasco,2,1,RJ,RJ,Mandante,Maracanã,
2003.36.0431,12/10/2003,2003,36,Internacional,Grêmio,0,1,RS,RS,Visitante,Beira-Rio,
2003.36.0432,15/10/2003,2003,36,Paysandu,Fortaleza,3,0,PA,CE,Mandante,Mangueirão,
2003.37.0433,18/10/2003,2003,37,Goiás,São Paulo,3,1,GO,SP,Mandante,Serra Dourada,
2003.37.0434,18/10/2003,2003,37,Guarani,Fluminense,2,0,SP,RJ,Mandante,Brinco de Ouro,
2003.37.0435,18/10/2003,2003,37,Flamengo,Paysandu,2,0,RJ,PA,Mandante,Maracanã,
2003.37.0436,18/10/2003,2003,37,Grêmio,Atlético-MG,2,2,RS,MG,Empate,Olímpico,
2003.37.0437,18/10/2003,2003,37,Coritiba,Bahia,3,2,PR,BH,Mandante,Couto Pereira,
2003.37.0438,19/10/2003,2003,37,Paraná,Internacional,4,0,PR,RS,Mandante,Couto Pereira,
2003.37.0439,19/10/2003,2003,37,Santos,Athletico-PR,3,2,SP,PR,Mandante,Vila Belmiro,
2003.37.0440,19/10/2003,2003,37,Criciúma,Vasco,2,1,SC,RJ,Mandante,Heriberto Hulse,
2003.37.0441,19/10/2003,2003,37,Fortaleza,Figueirense,1,1,CE,SC,Empate,Presidente Vargas,
2003.37.0442,19/10/2003,2003,37,Vitória,São Caetano,0,0,ES,SP,Empate,Barradão,
2003.37.0443,19/10/2003,2003,37,Corinthians,Ponte Preta,3,0,SP,SP,Mandante,Pacaembu,
2003.37.0444,19/10/2003,2003,37,Cruzeiro,Juventude,1,2,MG,RS,Visitante,Mineirão,
2003.38.0445,22/10/2003,2003,38,Ponte Preta,Goiás,0,2,SP,GO,Visitante,Moisés Lucarelli,
2003.38.0446,22/10/2003,2003,38,São Caetano,Coritiba,2,0,SP,PR,Mandante,Anacleto Campanella,
2003.38.0447,22/10/2003,2003,38,Athletico-PR,Vitória,1,2,PR,BA,Visitante,Estádio do Café,
2003.38.0448,22/10/2003,2003,38,Figueirense,Flamengo,0,0,SC,RJ,Empate,Orlando Scarpelli,
2003.38.0449,22/10/2003,2003,38,Fluminense,Corinthians,1,0,RJ,SP,Mandante,Maracanã,
2003.38.0450,22/10/2003,2003,38,Internacional,Cruzeiro,1,0,RS,MG,Mandante,Beira-Rio,
2003.38.0451,22/10/2003,2003,38,Bahia,Santos,4,7,BH,SP,Visitante,Fonte Nova,
2003.38.0452,23/10/2003,2003,38,Paysandu,Criciúma,4,0,PA,SC,Mandante,Mangueirão,
2003.38.0453,23/10/2003,2003,38,São Paulo,Guarani,3,3,SP,SP,Empate,Morumbi,
2003.38.0454,23/10/2003,2003,38,Atlético-MG,Paraná,2,2,MG,PR,Empate,Mineirão,
2003.38.0455,23/10/2003,2003,38,Juventude,Grêmio,1,2,RS,RS,Visitante,Alfredo Jaconi,
2003.38.0456,23/10/2003,2003,38,Vasco,Fortaleza,1,1,RJ,CE,Empate,Vivaldo Lima,
2003.39.0457,25/10/2003,2003,39,Coritiba,Santos,0,4,PR,SP,Visitante,Couto Pereira,
2003.39.0458,25/10/2003,2003,39,Bahia,Fluminense,2,2,BH,RJ,Empate,Fonte Nova,
2003.39.0459,25/10/2003,2003,39,Ponte Preta,Vitória,1,1,SP,BA,Empate,Moisés Lucarelli,
2003.39.0460,25/10/2003,2003,39,Cruzeiro,Figueirense,1,0,MG,SC,Mandante,Mineirão,
2003.39.0461,26/10/2003,2003,39,São Caetano,São Paulo,0,1,SP,SP,Visitante,Anacleto Campanella,
2003.39.0462,26/10/2003,2003,39,Paraná,Vasco,3,3,PR,RJ,Empate,Orlando Scarpelli,
2003.39.0463,26/10/2003,2003,39,Goiás,Guarani,3,0,GO,SP,Mandante,Serra Dourada,
2003.39.0464,26/10/2003,2003,39,Criciúma,Fortaleza,2,2,SC,CE,Empate,Heriberto Hulse,
2003.39.0465,26/10/2003,2003,39,Corinthians,Athletico-PR,2,3,SP,PR,Visitante,Pacaembu,
2003.39.0466,26/10/2003,2003,39,Paysandu,Atlético-MG,1,0,PA,MG,Mandante,Mangueirão,
2003.39.0467,26/10/2003,2003,39,Flamengo,Grêmio,2,1,RJ,RS,Mandante,Maracanã,
2003.39.0468,26/10/2003,2003,39,Internacional,Juventude,0,0,RS,RS,Empate,Beira-Rio,
2003.40.0469,01/11/2003,2003,40,Guarani,Bahia,3,2,SP,BH,Mandante,Brinco de Ouro,
2003.40.0470,01/11/2003,2003,40,Athletico-PR,São Caetano,1,0,PR,SP,Mandante,Arena da Baixada,
2003.40.0471,01/11/2003,2003,40,Grêmio,Paraná,0,2,RS,PR,Visitante,Olímpico,
2003.40.0472,01/11/2003,2003,40,Fluminense,Ponte Preta,2,2,RJ,SP,Empate,Maracanã,
2003.40.0473,01/11/2003,2003,40,Atlético-MG,Criciúma,1,1,MG,SC,Empate,Independência,
2003.40.0474,02/11/2003,2003,40,Santos,Corinthians,3,1,SP,SP,Mandante,Vila Belmiro,
2003.40.0475,02/11/2003,2003,40,Juventude,Flamengo,2,2,RS,RJ,Empate,Alfredo Jaconi,
2003.40.0476,02/11/2003,2003,40,Fortaleza,Cruzeiro,1,2,CE,MG,Visitante,Castelão,
2003.40.0477,02/11/2003,2003,40,Figueirense,Paysandu,6,0,SC,PA,Mandante,Orlando Scarpelli,
2003.40.0478,02/11/2003,2003,40,Vitória,Goiás,3,4,ES,GO,Visitante,Barradão,
2003.40.0479,02/11/2003,2003,40,Vasco,Internacional,0,1,RJ,RS,Visitante,Batistão,
2003.40.0480,02/11/2003,2003,40,São Paulo,Coritiba,1,0,SP,PR,Mandante,Morumbi,
2003.41.0481,05/11/2003,2003,41,Paraná,Figueirense,1,1,PR,SC,Empate,Estádio do Café,
2003.41.0482,05/11/2003,2003,41,Internacional,Fortaleza,1,1,RS,CE,Empate,Beira-Rio,
2003.41.0483,05/11/2003,2003,41,Juventude,Criciúma,3,1,RS,SC,Mandante,Alfredo Jaconi,
2003.41.0484,05/11/2003,2003,41,Paysandu,Vasco,1,2,PA,RJ,Visitante,Mangueirão,
2003.41.0485,05/11/2003,2003,41,São Paulo,Fluminense,1,0,SP,RJ,Mandante,Morumbi,
2003.41.0486,05/11/2003,2003,41,Coritiba,Corinthians,1,0,PR,SP,Mandante,Couto Pereira,
2003.41.0487,05/11/2003,2003,41,Santos,Vitória,3,1,SP,BA,Mandante,Vila Belmiro,
2003.41.0488,05/11/2003,2003,41,Cruzeiro,Grêmio,3,0,MG,RS,Mandante,Mineirão,
2003.41.0489,06/11/2003,2003,41,Bahia,Ponte Preta,1,0,BH,SP,Mandante,Fonte Nova,
2003.41.0490,06/11/2003,2003,41,Goiás,Athletico-PR,4,1,GO,PR,Mandante,Serra Dourada,
2003.41.0491,06/11/2003,2003,41,Flamengo,Atlético-MG,3,2,RJ,MG,Mandante,Maracanã,
2003.41.0492,06/11/2003,2003,41,Guarani,São Caetano,0,1,SP,SP,Visitante,Brinco de Ouro,
2003.42.0493,08/11/2003,2003,42,Fluminense,Coritiba,3,2,RJ,PR,Mandante,Maracanã,
2003.42.0494,08/11/2003,2003,42,Grêmio,Paysandu,2,0,RS,PA,Mandante,Olímpico,
2003.42.0495,08/11/2003,2003,42,Criciúma,Paraná,1,2,SC,PR,Visitante,Ressacada,
2003.42.0496,09/11/2003,2003,42,Ponte Preta,Santos,3,4,SP,SP,Visitante,Moisés Lucarelli,
2003.42.0497,09/11/2003,2003,42,Vasco,Cruzeiro,0,1,RJ,MG,Visitante,Pedro Pedrossian,
2003.42.0498,09/11/2003,2003,42,Fortaleza,Flamengo,4,1,CE,RJ,Mandante,Castelão,
2003.42.0499,09/11/2003,2003,42,Athletico-PR,São Paulo,4,3,PR,SP,Mandante,Arena da Baixada,
